"","fticrWEOM_processed_60846_2_BTM_rep1_aq2","fticrWEOM_processed_60846_5_BTM_rep1_aq2"
"C30 H43 O12 P1",1,0
"C30 H42 O14",1,1
"C31 H46 O13",1,1
"C36 H50 O5 S2",1,0
"C36 H50 O7 S1",1,0
"C33 H54 O11",1,0
"C34 H58 O10",1,0
"C35 H62 O9",1,0
"C24 H41 O16 N3",1,0
"C39 H32 O6 S1",1,0
"C28 H37 O14 P1",1,1
"C28 H36 O16",1,1
"C32 H36 O13",1,1
"C40 H36 O5 S1",1,0
"C29 H41 O13 P1",1,1
"C39 H36 O4 N2 S1",1,0
"C33 H40 O12",1,1
"C31 H48 O13",1,1
"C35 H48 O10",1,0
"C32 H52 O12",1,0
"C33 H56 O11",1,0
"C36 H69 O6 P1",1,0
"C31 H34 O14",1,1
"C39 H34 O6 S1",1,1
"C28 H39 O14 P1",1,1
"C32 H38 O13",1,1
"C40 H38 O5 S1",1,0
"C29 H43 O13 P1",1,1
"C33 H42 O12",1,1
"C30 H47 O12 P1",1,0
"C32 H54 O12",1,0
"C33 H58 O11",1,0
"C42 H62 O2 S1",1,0
"C36 H71 O6 P1",1,0
"C31 H53 O12 N1",1,0
"C30 H32 O15",1,1
"C31 H36 O14",1,1
"C32 H40 O13",1,1
"C33 H44 O12",1,1
"C42 H48 O3 S1",1,0
"C31 H53 O11 P1",1,0
"C32 H57 O10 P1",1,0
"C40 H43 O4 N1 S1",1,0
"C29 H48 O12 N1 P1",1,0
"C31 H55 O12 N1",1,0
"C30 H34 O15",1,1
"C31 H38 O14",1,1
"C32 H42 O13",1,1
"C33 H46 O12",1,1
"C30 H51 O12 P1",1,0
"C31 H55 O11 P1",1,0
"C28 H58 O13 S1",1,0
"C41 H50 O2 N2 S1",1,0
"C30 H55 O10 N2 P1",1,0
"C43 H54 O2 S1",1,0
"C32 H59 O10 P1",1,0
"C24 H45 O16 N1 S1",1,0
"C37 H37 O5 N3 S1",1,0
"C26 H42 O13 N3 P1",1,0
"C29 H53 O12 N3",1,0
"C33 H66 O4 N1 P1 S2",1,0
"C41 H32 O5 S1",1,0
"C30 H37 O13 P1",1,0
"C30 H36 O15",1,1
"C31 H40 O14",1,1
"C32 H44 O13",1,1
"C41 H48 O4 S1",1,0
"C30 H53 O12 P1",1,0
"C27 H56 O14 S1",1,0
"C40 H48 O3 N2 S1",1,0
"C29 H53 O11 N2 P1",1,0
"C42 H52 O3 S1",1,0
"C31 H57 O11 P1",1,0
"C40 H47 O4 N1 S1",1,0
"C29 H52 O12 N1 P1",1,0
"C29 H34 O16",1,1
"C30 H38 O15",1,1
"C42 H38 O4 S1",1,0
"C31 H43 O12 P1",1,0
"C31 H42 O14",1,1
"C41 H50 O4 S1",1,0
"C30 H55 O12 P1",1,0
"C27 H46 O14 N1 P1",1,0
"C28 H50 O13 N1 P1",1,0
"C33 H36 O13",1,1
"C41 H36 O5 S1",1,0
"C30 H41 O13 P1",1,0
"C34 H56 O11",1,0
"C35 H60 O10",1,0
"C29 H44 O7 N3 P1 S2",1,0
"C32 H34 O14",1,1
"C29 H39 O14 P1",1,0
"C33 H38 O13",1,1
"C41 H38 O5 S1",1,0
"C30 H43 O13 P1",1,0
"C34 H42 O12",1,1
"C34 H58 O11",1,0
"C35 H62 O10",1,0
"C35 H33 O9 N1 S1",1,0
"C24 H38 O17 N1 P1",1,0
"C38 H34 O1 N3 P1 S2",1,0
"C32 H36 O14",1,1
"C33 H40 O13",1,1
"C30 H45 O13 P1",1,0
"C34 H44 O12",1,1
"C32 H52 O13",1,0
"C33 H56 O12",1,0
"C34 H60 O11",1,0
"C33 H31 O9 N3 S1",1,0
"C31 H34 O15",1,1
"C32 H38 O14",1,1
"C33 H42 O13",1,1
"C43 H50 O3 S1",1,0
"C32 H55 O11 P1",1,0
"C33 H59 O10 P1",1,0
"C34 H63 O9 P1",1,0
"C32 H58 O6 N1 P1 S2",1,0
"C32 H57 O12 N1",1,0
"C31 H36 O15",1,1
"C32 H40 O14",1,1
"C33 H44 O13",1,1
"C28 H56 O16",1,0
"C41 H48 O5 N2",1,0
"C43 H52 O3 S1",1,0
"C32 H57 O11 P1",1,0
"C37 H76 O6 S1",1,0
"C35 H76 O3 N3 P1 S1",1,0
"C31 H38 O15",1,1
"C32 H42 O14",1,1
"C41 H46 O5 S1",1,1
"C30 H51 O13 P1",1,1
"C42 H50 O4 S1",1,0
"C31 H55 O12 P1",1,0
"C36 H75 O3 P1 S2",1,0
"C36 H74 O9",1,0
"C34 H54 O5 N1 P1 S2",1,0
"C42 H36 O5 S1",1,0
"C31 H41 O13 P1",1,0
"C41 H34 O6 S1",1,0
"C30 H39 O14 P1",1,0
"C44 H47 O1 P1 S1",1,1
"C26 H54 O16 S1",1,0
"C39 H46 O5 N2 S1",1,0
"C28 H51 O13 N2 P1",1,0
"C35 H58 O11",1,0
"C45 H66 O1 S1",1,0
"C31 H17 O13 N2 P1",1,0
"C21 H24 O18 N2 S2",1,0
"C35 H60 O11",1,0
"C36 H64 O10",1,0
"C20 H22 O21 N2 S1",1,0
"C39 H18 O7 N2 S1",1,0
"C28 H23 O15 N2 P1",1,0
"C18 H30 O20 N2 S2",1,0
"C33 H38 O14",1,1
"C34 H58 O12",1,0
"C34 H46 O8 N1 P1 S1",1,0
"C38 H16 O10 N2",1,0
"C32 H36 O15",1,1
"C33 H40 O14",1,1
"C34 H44 O13",1,1
"C44 H40 O3 N1 P1",1,1
"C40 H23 O4 P1 S2",1,0
"C31 H34 O16",1,1
"C32 H38 O15",1,1
"C33 H42 O14",1,1
"C34 H46 O13",1,1
"C44 H54 O3 S1",1,0
"C33 H59 O11 P1",1,0
"C43 H37 O6 N1",1,0
"C31 H36 O16",1,1
"C32 H41 O13 P1",1,0
"C32 H40 O15",1,1
"C33 H44 O14",1,1
"C36 H56 O11",1,0
"C44 H56 O3 S1",1,0
"C33 H61 O11 P1",1,0
"C35 H44 O6 N3 P1 S1",1,0
"C33 H46 O14",1,1
"C40 H29 O9 N1",1,0
"C19 H41 O22 N1 S1",1,1
"C22 H42 O14 N3 P1 S2",1,0
"C25 H37 O18 N3",1,0
"C25 H50 O13 N1 P1 S2",1,1
"C30 H37 O15 P1",1,0
"C45 H36 O2 N2 S1",1,0
"C24 H48 O15 N2 S2",1,0
"C29 H35 O17 N1",1,1
"C43 H31 O1 N3 S2",1,0
"C32 H36 O9 N3 P1 S1",1,0
"C45 H36 O3 N1 P1",1,0
"C35 H43 O8 N1 S2",1,0
"C24 H48 O16 N1 P1 S1",1,0
"C37 H52 O6 N1 P1 S1",1,1
"C42 H38 O6 S1",1,0
"C31 H43 O14 P1",1,0
"C38 H54 O8 S1",1,1
"C37 H66 O10",1,0
"C33 H38 O8 N1 P1 S2",1,0
"C40 H33 O9 N1",1,0
"C21 H42 O19 N3 P1",1,0
"C34 H40 O14",1,1
"C31 H48 O10 N2 S2",1,1
"C36 H64 O11",1,0
"C42 H44 O3 N1 P1 S1",1,1
"C40 H71 O3 N3 S1",1,0
"C39 H18 O8 N2 S1",1,0
"C28 H23 O16 N2 P1",1,0
"C18 H30 O21 N2 S2",1,0
"C33 H38 O15",1,1
"C34 H42 O14",1,1
"C30 H46 O13 N2 S1",1,1
"C41 H42 O5 N2 S1",1,0
"C30 H47 O13 N2 P1",1,0
"C48 H21 O4 N1",1,0
"C30 H34 O9 N3 P1 S2",1,0
"C41 H42 O6 N1 P1",1,1
"C37 H73 O5 N1 S2",1,0
"C39 H70 O2 N3 P1 S1",1,0
"C39 H69 O6 N3",1,0
"C38 H16 O11 N2",1,0
"C32 H36 O16",1,1
"C45 H28 O5 N2",1,0
"C33 H40 O15",1,1
"C46 H32 O4 N2",1,0
"C34 H44 O14",1,1
"C35 H48 O13",1,1
"C34 H47 O11 N1 S1",1,1
"C36 H44 O8 N3 P1",1,0
"C40 H23 O5 P1 S2",1,0
"C44 H71 O3 P1",1,0
"C33 H45 O14 N1",1,0
"C39 H54 O5 N1 P1 S1",1,0
"C35 H58 O4 N3 P1 S2",1,1
"C40 H74 O3 N1 P1 S1",1,0
"C36 H77 O3 N2 P1 S2",1,0
"C39 H72 O6 N1 P1",1,0
"C49 H65 O1 N1",1,0
"C23 H41 O21 P1",1,0
"C37 H37 O5 N2 P1 S2",1,0
"C46 H52 O3 S1",1,0
"C35 H57 O11 P1",1,0
"C41 H71 O1 N3 S2",1,0
"C46 H54 O3 S1",1,0
"C35 H59 O11 P1",1,0
"C41 H38 O7 N1 P1",1,1
"C34 H57 O13 N1",1,0
"C37 H58 O5 N3 P1 S1",1,0
"C41 H36 O8 S1",1,0
"C30 H41 O16 P1",1,0
"C48 H67 O2 N1",1,1
"C36 H71 O6 N2 P1 S1",1,0
"C22 H49 O21 N3",1,1
"C40 H73 O2 N3 S2",1,0
"C34 H44 O15",1,1
"C30 H60 O17",1,0
"C37 H76 O6 N1 P1 S1",1,1
"C33 H11 O12 P1 S2",1,1
"C43 H67 O5 P1",1,0
"C27 H54 O13 N1 P1 S2",1,1
"C48 H41 O2 N1 S1",1,0
"C37 H46 O10 N1 P1",1,0
"C27 H53 O15 N1 S2",1,0
"C47 H40 O2 N2 S1",1,1
"C26 H52 O15 N2 S2",1,1
"C47 H40 O3 N1 P1",1,1
"C37 H47 O8 N1 S2",1,1
"C26 H52 O16 N1 P1 S1",1,1
"C46 H38 O5 N2",1,1
"C25 H50 O18 N2 S1",1,1
"C42 H67 O6 P1",1,0
"C35 H29 O13 N3",1,0
"C41 H53 O7 N3",1,0
"C46 H52 O4 S1",1,1
"C35 H57 O12 P1",1,1
"C24 H35 O21 N3",1,0
"C34 H55 O14 N1",1,0
"C29 H38 O18 N2",1,0
"C46 H54 O4 S1",1,1
"C35 H59 O12 P1",1,1
"C46 H25 O7 N1",1,1
"C28 H38 O12 N3 P1 S2",1,1
"C41 H38 O6 N1 P1 S1",1,0
"C50 H29 O2 N3",1,0
"C29 H41 O15 N3 S1",1,0
"C34 H57 O14 N1",1,0
"C35 H44 O15",1,1
"C35 H69 O11 N3",1,0
"C41 H73 O5 P1 S1",1,0
"C32 H11 O16 P1 S1",1,0
"C40 H58 O9 S1",1,0
"C43 H59 O1 N2 P1 S2",1,0
"C36 H45 O9 P1 S2",1,1
"C46 H52 O5 S1",1,1
"C35 H57 O13 P1",1,1
"C35 H43 O11 N1 S2",1,1
"C24 H48 O19 N1 P1 S1",1,1
"C37 H40 O8 N3 P1 S1",1,1
"C36 H51 O10 N3 S1",1,0
"C25 H56 O18 N3 P1",1,0
"C41 H18 O9 S2",1,0
"C30 H23 O17 P1 S1",1,0
"C43 H15 O6 N2 P1 S1",1,0
"C33 H38 O16 N2",1,1
"C46 H39 O4 P1 S1",1,0
"C46 H54 O5 S1",1,0
"C35 H59 O13 P1",1,0
"C24 H50 O17 N1 P1 S2",1,1
"C37 H42 O6 N3 P1 S2",1,1
"C34 H57 O15 N1",1,0
"C40 H16 O12 S1",1,0
"C29 H21 O20 P1",1,0
"C42 H13 O9 N2 P1",1,0
"C46 H41 O2 P1 S2",1,0
"C45 H52 O8",1,0
"C48 H99 O1 P1",1,0
"C45 H89 O5 N1",1,0
"C45 H91 O3 N1 S1",1,0
"C29 H33 O19 N3",1,0
"C31 H41 O17 N3",1,0
"C50 H22 O4 N1 P1",1,0
"C29 H34 O17 N1 P1 S1",1,1
"C43 H29 O5 N3 S2",1,0
"C32 H34 O13 N3 P1 S1",1,0
"C52 H30 O2 N1 P1",1,1
"C53 H33 O1 N1 S1",1,0
"C32 H45 O14 N1 S2",1,0
"C34 H42 O11 N3 P1 S1",1,0
"C38 H69 O8 N1 S2",1,0
"C40 H66 O5 N3 P1 S1",1,0
"C44 H36 O6 N3 P1",1,0
"C34 H43 O11 N3 S2",1,0
"C23 H48 O19 N3 P1 S1",1,0
"C42 H71 O5 N1 S2",1,0
"C44 H68 O2 N3 P1 S1",1,0
"C41 H18 O10 S2",1,0
"C30 H23 O18 P1 S1",1,0
"C50 H26 O4 N1 P1",1,0
"C40 H33 O9 N1 S2",1,0
"C29 H38 O17 N1 P1 S1",1,0
"C41 H69 O8 N1 S1",1,0
"C43 H66 O5 N3 P1",1,0
"C40 H16 O13 S1",1,0
"C29 H21 O21 P1",1,0
"C40 H67 O11 N1",1,0
"C27 H46 O23",1,0
"C41 H42 O7 N2 S2",1,0
"C36 H70 O11 N2 S1",1,0
"C39 H33 O14 N1",1,1
"C42 H34 O6 N3 P1 S1",1,0
"C21 H46 O19 N3 P1 S2",1,0
"C28 H13 O18 N3 S2",1,0
"C44 H90 O5 N1 P1",1,0
"C35 H29 O16 N3",1,0
"C47 H89 O5 N1",1,0
"C47 H91 O3 N1 S1",1,1
"C37 H38 O10 N1 P1 S2",1,0
"C47 H93 O5 N1",1,1
"C47 H95 O3 N1 S1",1,1
"C47 H97 O1 N1 S2",1,0
"C39 H39 O11 N3 S1",1,0
"C28 H44 O19 N3 P1",1,0
"C52 H55 O3 P1",1,1
"C45 H63 O2 N2 P1 S2",1,0
"C24 H41 O22 N1 S2",1,0
"C47 H26 O6 N3 P1",1,0
"C37 H33 O11 N3 S2",1,0
"C26 H38 O19 N3 P1 S1",1,0
"C47 H37 O7 N1 S1",1,0
"C26 H49 O20 N1 S2",1,0
"C49 H34 O4 N3 P1",1,0
"C28 H46 O17 N3 P1 S1",1,1
"C53 H45 O3 P1",1,0
"C32 H57 O16 P1 S1",1,0
"C42 H66 O8 S2",1,0
"C44 H63 O5 N2 P1 S1",1,0
"C37 H37 O11 N3 S2",1,0
"C26 H42 O19 N3 P1 S1",1,0
"C47 H58 O7 S1",1,0
"C36 H63 O15 P1",1,0
"C49 H55 O4 N2 P1",1,0
"C51 H59 O4 P1",1,0
"C41 H66 O13",1,0
"C44 H67 O5 N2 P1 S1",1,0
"C45 H69 O8 P1",1,0
"C37 H58 O15 N2",1,0
"C46 H94 O5 N1 P1",1,1
"C42 H77 O8 P1 S1",1,0
"C46 H96 O3 N1 P1 S1",1,1
"C57 H26 O4",1,0
"C36 H38 O17 S1",1,0
"C49 H30 O6 N2 S1",1,0
"C38 H35 O14 N2 P1",1,0
"C51 H55 O1 N2 P1 S1",1,0
"C49 H93 O5 N1",1,1
"C57 H28 O2 S1",1,0
"C46 H33 O10 P1",1,0
"C36 H40 O15 S2",1,0
"C25 H45 O23 P1 S1",1,0
"C38 H37 O12 N2 P1 S1",1,0
"C49 H95 O3 N1 S1",1,0
"C32 H11 O18 P1 S2",1,1
"C52 H29 O7 N1",1,0
"C31 H41 O20 N1 S1",1,0
"C34 H42 O12 N3 P1 S2",1,0
"C49 H99 O3 N1 S1",1,0
"C50 H54 O6 S1",1,0
"C39 H59 O14 P1",1,0
"C52 H51 O3 N2 P1",1,0
"C31 H63 O16 N2 P1 S1",1,0
"C59 H62 O1",1,0
"C41 H75 O6 N2 P1 S2",1,0
"C44 H38 O7 N1 P1 S2",1,0
"C44 H37 O11 N1 S1",1,0
"C33 H42 O19 N1 P1",1,0
"C47 H38 O3 N3 P1 S2",1,0
"C46 H46 O5 N1 P1 S2",1,0
"C46 H45 O9 N1 S1",1,0
"C35 H50 O17 N1 P1",1,0
"C49 H46 O1 N3 P1 S2",1,0
"C52 H69 O3 N1 S1",1,0
"C41 H74 O11 N1 P1",1,0
"C38 H76 O12 S2",1,0
"C51 H68 O1 N2 S2",1,0
"C40 H73 O9 N2 P1 S1",1,0
"C45 H63 O7 N3 S1",1,0
"C34 H68 O15 N3 P1",1,0
"C47 H84 O6 N1 P1",1,0
"C37 H74 O15 S1",1,0
"C50 H66 O4 N2 S1",1,0
"C39 H71 O12 N2 P1",1,0
"C41 H30 O14 N1 P1",1,0
"C43 H38 O12 N1 P1",1,1
"C44 H61 O10 N3",1,0
"C42 H69 O11 N3",1,0
"C33 H13 O18 P1 S2",1,0
"C36 H72 O18",1,0
"C49 H64 O7 N2",1,0
"C46 H68 O4 N1 P1 S2",1,1
"C49 H63 O7 P1",1,0
"C51 H71 O1 P1 S2",1,0
"C52 H29 O6 N1 S1",1,0
"C41 H34 O14 N1 P1",1,0
"C31 H41 O19 N1 S2",1,0
"C54 H26 O3 N3 P1",1,0
"C33 H38 O16 N3 P1 S1",1,0
"C33 H49 O17 N1 S2",1,0
"C56 H34 O1 N3 P1",1,1
"C46 H41 O6 N3 S2",1,1
"C35 H46 O14 N3 P1 S1",1,1
"C45 H66 O7 N1 P1 S1",1,1
"C59 H56 O2",1,0
"C41 H69 O7 N2 P1 S2",1,0
"C50 H69 O4 P1 S1",1,0
"C55 H59 O2 N1 S1",1,1
"C44 H64 O10 N1 P1",1,1
"C34 H71 O15 N1 S2",1,0
"C51 H62 O2 N2 S2",1,0
"C40 H67 O10 N2 P1 S1",1,0
"C49 H102 O1 N2 S2",1,0
"C54 H57 O5 N1",1,0
"C36 H70 O10 N3 P1 S2",1,1
"C48 H98 O5 N1 P1",1,0
"C55 H48 O3 N1 P1",1,0
"C34 H60 O16 N1 P1 S1",1,0
"C46 H63 O5 N3 S2",1,0
"C35 H68 O13 N3 P1 S1",1,0
"C48 H100 O3 N1 P1 S1",1,0
"C44 H66 O11 S1",1,0
"C47 H67 O3 N2 P1 S2",1,0
"C45 H61 O8 N3 S1",1,0
"C34 H66 O16 N3 P1",1,0
"C52 H102 O2 N1 P1",1,0
"C44 H59 O11 N3",1,0
"C34 H15 O18 P1 S2",1,0
"C57 H106 O1",1,0
"C49 H64 O3 N1 P1 S2",1,0
"C59 H25 O4 N1",1,0
"C38 H37 O17 N1 S1",1,0
"C41 H38 O9 N3 P1 S2",1,0
"C51 H42 O5 N1 P1 S1",1,0
"C30 H54 O18 N1 P1 S2",1,0
"C43 H46 O7 N3 P1 S2",1,1
"C48 H62 O6 N1 P1 S1",1,0
"C53 H85 O3 N3",1,0
"C58 H55 O1 N1 S1",1,0
"C47 H60 O9 N1 P1",1,0
"C37 H67 O14 N1 S2",1,0
"C59 H29 O4 N1",1,0
"C38 H41 O17 N1 S1",1,0
"C40 H38 O14 N3 P1",1,1
"C61 H37 O2 N1",1,0
"C40 H49 O15 N1 S1",1,0
"C29 H54 O23 N1 P1",1,0
"C42 H46 O12 N3 P1",1,1
"C43 H49 O11 N3 S1",1,0
"C32 H54 O19 N3 P1",1,0
"C53 H104 O2 N1 P1",1,1
"C45 H73 O10 N1 S1",1,0
"C47 H70 O7 N3 P1",1,0
"C56 H69 O3 P1",1,0
"C46 H76 O8 S2",1,0
"C57 H76 O1 N1 P1",1,0
"C47 H83 O6 N1 S2",1,0
"C44 H60 O13 N2",1,0
"C40 H63 O13 N3 S1",1,0
"C55 H103 O2 P1",1,0
"C59 H25 O3 N1 S1",1,1
"C48 H30 O11 N1 P1",1,0
"C61 H33 O1 N1 S1",1,1
"C50 H38 O9 N1 P1",1,1
"C29 H50 O22 N1 P1 S1",1,1
"C60 H79 O1 N1",1,0
"C52 H83 O3 N3 S1",1,0
"C41 H88 O11 N3 P1",1,0
"C52 H85 O1 N3 S2",1,0
"C54 H106 O2 N1 P1",1,1
"C49 H88 O5 N1 P1 S1",1,0
"C35 H15 O21 P1 S1",1,0
"C27 H19 O23 N2 P1 S2",1,0
"C59 H53 O2 N1 S1",1,0
"C38 H65 O15 N1 S2",1,0
"C51 H57 O4 N3 S2",1,0
"C40 H62 O12 N3 P1 S1",1,0
"C58 H51 O5 N1",1,0
"C37 H63 O18 N1 S1",1,0
"C40 H64 O10 N3 P1 S2",1,0
"C58 H102 O1 N2",1,0
"C55 H108 O2 N1 P1",1,0
"C45 H50 O12 S2",1,0
"C58 H42 O1 N2 S2",1,0
"C47 H47 O9 N2 P1 S1",1,0
"C57 H56 O4 N1 P1",1,0
"C47 H63 O9 N1 S2",1,0
"C36 H68 O17 N1 P1 S1",1,0
"C59 H80 O1 N1 P1",1,1
"C49 H87 O6 N1 S2",1,1
"C54 H108 O3 N1 P1",1,0
"C54 H43 O8 P1",1,0
"C44 H50 O13 S2",1,0
"C33 H55 O21 P1 S1",1,0
"C57 H42 O2 N2 S2",1,0
"C46 H47 O10 N2 P1 S1",1,0
"C43 H33 O16 N1 S1",1,0
"C46 H34 O8 N3 P1 S2",1,0
"C45 H41 O14 N1 S1",1,0
"C34 H46 O22 N1 P1",1,0
"C58 H33 O3 N3 S1",1,0
"C47 H38 O11 N3 P1",1,0
"C46 H61 O12 N1 S1",1,0
"C35 H66 O20 N1 P1",1,0
"C48 H58 O9 N3 P1",1,0
"C59 H82 O1 N1 P1",1,0
"C49 H89 O6 N1 S2",1,0
"C51 H86 O3 N3 P1 S1",1,0
"C45 H59 O15 N1",1,0
"C48 H60 O7 N3 P1 S1",1,0
"C51 H88 O1 N3 P1 S2",1,0
"C64 H38 O1 S1",1,0
"C53 H43 O9 P1",1,0
"C43 H50 O14 S2",1,0
"C32 H55 O22 P1 S1",1,0
"C45 H47 O11 N2 P1 S1",1,0
"C56 H29 O5 N3 S1",1,0
"C35 H41 O18 N3 S2",1,0
"C58 H37 O3 N3 S1",1,0
"C37 H49 O16 N3 S2",1,0
"C58 H53 O2 N3 S1",1,0
"C37 H65 O15 N3 S2",1,0
"C57 H51 O5 N3",1,0
"C36 H63 O18 N3 S1",1,0
"C35 H61 O21 N3",1,0
"C43 H77 O14 N3",1,0
"C62 H40 O5",1,0
"C41 H52 O18 S1",1,0
"C44 H53 O10 N2 P1 S2",1,0
"C42 H47 O17 N3",1,0
"C40 H50 O21",1,0
"C54 H46 O5 N2 S2",1,0
"C43 H51 O13 N2 P1 S1",1,0
"C63 H37 O2 N3",1,0
"C42 H49 O15 N3 S1",1,0
"C31 H54 O23 N3 P1",1,0
"C55 H105 O4 N3",1,0
"C44 H46 O12 N1 P1 S2",1,0
"C48 H88 O7 N1 P1 S2",1,0
"C54 H46 O10 S1",1,0
"C43 H51 O18 P1",1,0
"C33 H58 O23 S2",1,0
"C57 H47 O2 N2 P1 S2",1,0
"C45 H81 O14 N3",1,0
"C45 H83 O12 N3 S1",1,0
"C45 H50 O13 N2 S2",1,0
"C44 H46 O18 N2",1,0
"C50 H41 O9 N3 S2",1,0
"C39 H46 O17 N3 P1 S1",1,0
"C55 H78 O5 N3 P1",1,0
"C45 H85 O10 N3 S2",1,0
"C56 H46 O7 S2",1,0
"C58 H43 O4 N2 P1 S1",1,0
"C37 H55 O17 N2 P1 S2",1,0
"C51 H79 O10 N1 S1",1,0
"C40 H84 O18 N1 P1",1,0
"C54 H80 O2 N3 P1 S2",1,0
"C53 H104 O7 N1 P1",1,0
"C57 H41 O10 N1",1,0
"C36 H53 O23 N1 S1",1,0
"C49 H45 O12 N3 S1",1,0
"C38 H50 O20 N3 P1",1,0
"C62 H45 O2 N1 S2",1,0
"C51 H50 O10 N1 P1 S1",1,0
"C30 H62 O23 N1 P1 S2",1,0
"C43 H54 O12 N3 P1 S2",1,0
"C62 H47 O2 N1 S2",1,0
"C51 H52 O10 N1 P1 S1",1,0
"C30 H64 O23 N1 P1 S2",1,0
"C52 H104 O8 N1 P1",1,0
"C59 H115 O1 P1 S1",1,0
"C57 H29 O11 N1",1,0
"C38 H38 O21 N3 P1",1,0
"C59 H37 O9 N1",1,0
"C38 H49 O22 N1 S1",1,0
"C41 H50 O14 N3 P1 S2",1,0
"C51 H60 O8 N1 P1 S2",1,0
"C49 H55 O12 N3 S1",1,0
"C50 H58 O11 N1 P1 S1",1,0
"C54 H106 O7 N1 P1",1,0
"C60 H51 O6 N1 S1",1,0
"C49 H56 O14 N1 P1",1,0
"C59 H49 O9 N1",1,0
"C38 H61 O22 N1 S1",1,0
"C62 H50 O1 N3 P1 S1",1,0
"C41 H62 O14 N3 P1 S2",1,0
"C53 H106 O8 N1 P1",1,1
"C58 H109 O1 P1 S2",1,0
"C60 H117 O1 P1 S1",1,0
"C59 H51 O7 N1 S1",1,0
"C38 H63 O20 N1 S2",1,0
"C61 H48 O4 N3 P1",1,0
"C51 H55 O9 N3 S2",1,0
"C40 H60 O17 N3 P1 S1",1,0
"C67 H37 O2 N1 S1",1,0
"C56 H42 O10 N1 P1",1,0
"C46 H49 O15 N1 S2",1,0
"C35 H54 O23 N1 P1 S1",1,0
"C67 H39 O1 P1 S1",1,0
"C46 H51 O14 P1 S2",1,0
"C44 H46 O18 N2 S1",1,0
"C45 H49 O20 N1",1,0
"C59 H45 O4 N3 S2",1,0
"C43 H44 O21 N2",1,0
"C54 H108 O8 N1 P1",1,1
"C58 H107 O6 P1",1,1
"C61 H119 O1 P1 S1",1,0
"C64 H37 O7 N1",1,0
"C43 H49 O20 N1 S1",1,0
"C56 H41 O9 N3 S1",1,0
"C45 H46 O17 N3 P1",1,0
"C35 H53 O22 N3 S2",1,0
"C58 H110 O1 N1 P1 S2",1,0
"C64 H103 O1 N1 S1",1,0
"C53 H108 O9 N1 P1",1,0
"C53 H107 O6 P1 S2",1,1
"C56 H42 O11 N1 P1",1,0
"C64 H95 O1 N2 P1",1,0
"C54 H102 O6 N2 S2",1,0
"C55 H110 O8 N1 P1",1,1
"C59 H109 O6 P1",1,0
"C57 H55 O10 N1 S1",1,0
"C46 H60 O18 N1 P1",1,0
"C36 H67 O23 N1 S2",1,0
"C60 H56 O2 N3 P1 S2",1,0
"C65 H103 O3 N1",1,0
"C59 H95 O7 P1",1,0
"C69 H61 O1 N3",1,1
"C48 H73 O14 N3 S1",1,1
"C37 H78 O22 N3 P1",1,1
"C65 H105 O1 N1 S1",1,1
"C54 H110 O9 N1 P1",1,1
"C59 H113 O2 P1 S2",1,0
"C45 H75 O20 N1",1,0
"C59 H71 O4 N3 S2",1,0
"C53 H45 O12 N1 S2",1,0
"C66 H37 O1 N3 S2",1,0
"C55 H42 O9 N3 P1 S1",1,0
"C34 H54 O22 N3 P1 S2",1,0
"C50 H37 O19 N1",1,0
"C42 H41 O21 N3 S1",1,0
"C56 H112 O8 N1 P1",1,1
"C40 H50 O20 N1 P1 S2",1,0
"C53 H42 O9 N3 P1 S2",1,0
"C65 H38 O4 N1 P1 S1",1,0
"C44 H50 O17 N1 P1 S2",1,0
"C66 H107 O1 N1 S1",1,0
"C55 H112 O9 N1 P1",1,1
"C62 H107 O1 P1 S2",1,0
"C60 H102 O5 N2 S1",1,0
"C60 H115 O2 P1 S2",1,1
"C59 H111 O7 P1",1,0
"C50 H45 O17 N1 S1",1,0
"C63 H37 O6 N3 S1",1,0
"C52 H42 O14 N3 P1",1,0
"C42 H49 O19 N3 S2",1,0
"C65 H105 O4 N1",1,0
"C52 H43 O14 N3 S1",1,0
"C41 H48 O22 N3 P1",1,0
"C62 H48 O8 N1 P1",1,0
"C41 H60 O21 N1 P1 S1",1,0
"C60 H103 O7 P1",1,0
"C63 H38 O8 N1 P1",1,1
"C42 H50 O21 N1 P1 S1",1,1
"C51 H55 O14 N1 S2",1,0
"C50 H51 O19 N1",1,0
"C64 H47 O3 N3 S2",1,0
"C53 H52 O11 N3 P1 S1",1,0
"C50 H53 O17 N1 S1",1,0
"C63 H45 O6 N3 S1",1,0
"C52 H50 O14 N3 P1",1,0
"C42 H57 O19 N3 S2",1,0
"C62 H43 O9 N3",1,0
"C41 H55 O22 N3 S1",1,0
"C64 H50 O3 N1 P1 S2",1,0
"C67 H109 O1 N1 S1",1,1
"C56 H114 O9 N1 P1",1,1
"C61 H117 O2 P1 S2",1,0
"C60 H113 O7 P1",1,0
"C63 H48 O6 N1 P1 S1",1,0
"C42 H60 O19 N1 P1 S2",1,0
"C55 H52 O8 N3 P1 S2",1,0
"C66 H103 O1 N1 S2",1,0
"C55 H108 O9 N1 P1 S1",1,0
"C68 H111 O1 N1 S1",1,0
"C57 H116 O9 N1 P1",1,1
"C56 H110 O11 S1",1,0
"C59 H111 O3 N2 P1 S2",1,0
"C62 H119 O2 P1 S2",1,0
"C57 H37 O14 N1 S1",1,0
